Pais ,Liga ,Temporada ,Fecha,Hora,Local (A),Visitante (A),Goles Local,Goles Visit,Resultado
Mexico,Liga MX,2013/2014,31/03/2014,02:00,Guadalajara Chivas,Club America,0,4,A
Mexico,Liga MX,2013/2014,05/04/2014,03:00,Monarcas,Veracruz,1,1,D
Mexico,Liga MX,2013/2014,05/04/2014,03:30,Club Tijuana,Toluca,3,1,H
Mexico,Liga MX,2013/2014,06/04/2014,00:00,Club America,Cruz Azul,1,2,A
Mexico,Liga MX,2013/2014,06/04/2014,02:00,Monterrey,Santos Laguna,2,2,D
Mexico,Liga MX,2013/2014,06/04/2014,02:00,Pachuca,Guadalajara Chivas,1,3,A
Mexico,Liga MX,2013/2014,06/04/2014,03:06,Club Leon,Queretaro,1,1,D
Mexico,Liga MX,2013/2014,06/04/2014,04:00,Atlas,Puebla,0,0,D
Mexico,Liga MX,2013/2014,06/04/2014,18:00,U.N.A.M.- Pumas,Chiapas,2,1,H
Mexico,Liga MX,2013/2014,06/04/2014,23:00,Atlante,U.A.N.L.- Tigres,0,2,A
Mexico,Liga MX,2013/2014,12/04/2014,01:30,Queretaro,Atlas,1,0,H
Mexico,Liga MX,2013/2014,12/04/2014,23:00,Cruz Azul,Pachuca,2,2,D
Mexico,Liga MX,2013/2014,12/04/2014,23:00,Veracruz,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2013/2014,13/04/2014,01:00,U.A.N.L.- Tigres,Club Tijuana,1,1,D
Mexico,Liga MX,2013/2014,13/04/2014,03:00,Chiapas,Monterrey,1,1,D
Mexico,Liga MX,2013/2014,13/04/2014,18:00,Puebla,Club America,0,1,A
Mexico,Liga MX,2013/2014,13/04/2014,18:00,Toluca,Club Leon,2,1,H
Mexico,Liga MX,2013/2014,13/04/2014,23:00,Guadalajara Chivas,Monarcas,1,1,D
Mexico,Liga MX,2013/2014,14/04/2014,01:00,Santos Laguna,Atlante,4,3,H
Mexico,Liga MX,2013/2014,19/04/2014,01:30,Monarcas,Cruz Azul,5,1,H
Mexico,Liga MX,2013/2014,19/04/2014,23:00,Club America,Queretaro,0,0,D
Mexico,Liga MX,2013/2014,20/04/2014,01:00,Monterrey,Veracruz,4,1,H
Mexico,Liga MX,2013/2014,20/04/2014,01:00,Pachuca,Puebla,1,2,A
Mexico,Liga MX,2013/2014,20/04/2014,01:00,Santos Laguna,Chiapas,2,3,A
Mexico,Liga MX,2013/2014,20/04/2014,02:05,Club Leon,U.A.N.L.- Tigres,3,0,H
Mexico,Liga MX,2013/2014,20/04/2014,03:00,Atlas,Toluca,1,0,H
Mexico,Liga MX,2013/2014,20/04/2014,18:00,U.N.A.M.- Pumas,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2013/2014,20/04/2014,23:00,Atlante,Club Tijuana,1,2,A
Mexico,Liga MX,2013/2014,26/04/2014,01:30,Queretaro,Pachuca,3,4,A
Mexico,Liga MX,2013/2014,26/04/2014,03:30,Club Tijuana,Club Leon,1,2,A
Mexico,Liga MX,2013/2014,26/04/2014,23:00,Cruz Azul,U.N.A.M.- Pumas,2,1,H
Mexico,Liga MX,2013/2014,26/04/2014,23:00,Veracruz,Santos Laguna,2,2,D
Mexico,Liga MX,2013/2014,27/04/2014,01:00,U.A.N.L.- Tigres,Atlas,2,1,H
Mexico,Liga MX,2013/2014,27/04/2014,03:00,Chiapas,Atlante,5,2,H
Mexico,Liga MX,2013/2014,27/04/2014,18:00,Puebla,Monarcas,3,1,H
Mexico,Liga MX,2013/2014,27/04/2014,18:00,Toluca,Club America,1,1,D
Mexico,Liga MX,2013/2014,27/04/2014,23:00,Guadalajara Chivas,Monterrey,0,1,A
Mexico,Liga MX,2013/2014,01/05/2014,02:00,Club America,Santos Laguna,5,3,H
Mexico,Liga MX,2013/2014,01/05/2014,04:00,Club Leon,Cruz Azul,1,1,D
Mexico,Liga MX,2013/2014,02/05/2014,02:00,Pachuca,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2013/2014,02/05/2014,04:00,Club Tijuana,Toluca,0,0,D
Mexico,Liga MX,2013/2014,04/05/2014,01:00,Cruz Azul,Club Leon,2,2,D
Mexico,Liga MX,2013/2014,04/05/2014,03:00,Santos Laguna,Club America,3,1,H
Mexico,Liga MX,2013/2014,04/05/2014,18:00,Toluca,Club Tijuana,3,1,H
Mexico,Liga MX,2013/2014,04/05/2014,23:00,U.N.A.M.- Pumas,Pachuca,2,4,A
Mexico,Liga MX,2013/2014,08/05/2014,02:30,Pachuca,Santos Laguna,2,0,H
Mexico,Liga MX,2013/2014,09/05/2014,02:06,Club Leon,Toluca,1,0,H
Mexico,Liga MX,2013/2014,11/05/2014,02:00,Santos Laguna,Pachuca,4,2,H
Mexico,Liga MX,2013/2014,11/05/2014,18:00,Toluca,Club Leon,0,1,A
Mexico,Liga MX,2013/2014,16/05/2014,02:06,Club Leon,Pachuca,2,3,A
Mexico,Liga MX,2013/2014,19/05/2014,02:00,Pachuca,Club Leon,0,1,A
Mexico,Liga MX,2014/2015,19/07/2014,01:30,Queretaro,U.N.A.M.- Pumas,1,3,A
Mexico,Liga MX,2014/2015,19/07/2014,03:30,Club Tijuana,Puebla,0,1,A
Mexico,Liga MX,2014/2015,19/07/2014,23:00,Cruz Azul,Pachuca,0,1,A
Mexico,Liga MX,2014/2015,19/07/2014,23:00,Veracruz,Santos Laguna,0,1,A
Mexico,Liga MX,2014/2015,20/07/2014,01:00,Monterrey,Leones Negros,3,1,H
Mexico,Liga MX,2014/2015,20/07/2014,02:06,Club Leon,Club America,1,2,A
Mexico,Liga MX,2014/2015,20/07/2014,03:00,Atlas,U.A.N.L.- Tigres,0,0,D
Mexico,Liga MX,2014/2015,20/07/2014,18:00,Toluca,Monarcas,0,0,D
Mexico,Liga MX,2014/2015,20/07/2014,23:00,Guadalajara Chivas,Chiapas,1,1,D
Mexico,Liga MX,2014/2015,26/07/2014,01:30,Monarcas,Atlas,0,2,A
Mexico,Liga MX,2014/2015,26/07/2014,03:30,Santos Laguna,Cruz Azul,1,1,D
Mexico,Liga MX,2014/2015,26/07/2014,23:00,Club America,Club Tijuana,2,1,H
Mexico,Liga MX,2014/2015,26/07/2014,23:00,Puebla,Veracruz,0,0,D
Mexico,Liga MX,2014/2015,27/07/2014,01:00,U.A.N.L.- Tigres,Club Leon,4,2,H
Mexico,Liga MX,2014/2015,27/07/2014,02:06,Pachuca,Monterrey,0,1,A
Mexico,Liga MX,2014/2015,27/07/2014,03:00,Chiapas,Toluca,2,1,H
Mexico,Liga MX,2014/2015,27/07/2014,18:00,U.N.A.M.- Pumas,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2014/2015,27/07/2014,23:00,Leones Negros,Queretaro,0,1,A
Mexico,Liga MX,2014/2015,02/08/2014,01:30,Queretaro,Pachuca,2,0,H
Mexico,Liga MX,2014/2015,02/08/2014,03:30,Club Tijuana,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2014/2015,02/08/2014,23:00,Cruz Azul,Veracruz,0,0,D
Mexico,Liga MX,2014/2015,02/08/2014,23:00,Puebla,Club America,0,4,A
Mexico,Liga MX,2014/2015,03/08/2014,01:00,Monterrey,Santos Laguna,0,0,D
Mexico,Liga MX,2014/2015,03/08/2014,02:06,Club Leon,Monarcas,4,0,H
Mexico,Liga MX,2014/2015,03/08/2014,03:00,Atlas,Chiapas,4,2,H
Mexico,Liga MX,2014/2015,03/08/2014,18:00,Toluca,U.N.A.M.- Pumas,2,1,H
Mexico,Liga MX,2014/2015,09/08/2014,01:30,Monarcas,Club Tijuana,0,0,D
Mexico,Liga MX,2014/2015,09/08/2014,02:30,Veracruz,Monterrey,2,1,H
Mexico,Liga MX,2014/2015,09/08/2014,23:00,Cruz Azul,Puebla,1,0,H
Mexico,Liga MX,2014/2015,10/08/2014,01:00,U.A.N.L.- Tigres,Club America,0,2,A
Mexico,Liga MX,2014/2015,10/08/2014,02:00,Santos Laguna,Queretaro,2,3,A
Mexico,Liga MX,2014/2015,10/08/2014,02:06,Pachuca,Guadalajara Chivas,3,0,H
Mexico,Liga MX,2014/2015,10/08/2014,03:00,Chiapas,Club Leon,3,2,H
Mexico,Liga MX,2014/2015,10/08/2014,18:00,U.N.A.M.- Pumas,Atlas,0,1,A
Mexico,Liga MX,2014/2015,10/08/2014,23:00,Leones Negros,Toluca,0,0,D
Mexico,Liga MX,2014/2015,15/08/2014,02:06,Club Leon,U.N.A.M.- Pumas,2,1,H
Mexico,Liga MX,2014/2015,16/08/2014,01:30,Queretaro,Veracruz,0,0,D
Mexico,Liga MX,2014/2015,16/08/2014,03:30,Club Tijuana,Chiapas,2,1,H
Mexico,Liga MX,2014/2015,16/08/2014,23:00,Club America,Monarcas,3,2,H
Mexico,Liga MX,2014/2015,16/08/2014,23:00,Puebla,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2014/2015,17/08/2014,01:00,Monterrey,Cruz Azul,3,1,H
Mexico,Liga MX,2014/2015,17/08/2014,03:00,Atlas,Leones Negros,1,0,H
Mexico,Liga MX,2014/2015,17/08/2014,18:00,Toluca,Pachuca,3,0,H
Mexico,Liga MX,2014/2015,17/08/2014,23:00,Guadalajara Chivas,Santos Laguna,0,1,A
Mexico,Liga MX,2014/2015,23/08/2014,01:30,Monarcas,U.A.N.L.- Tigres,1,5,A
Mexico,Liga MX,2014/2015,23/08/2014,03:30,Santos Laguna,Toluca,3,0,H
Mexico,Liga MX,2014/2015,23/08/2014,23:00,Cruz Azul,Queretaro,2,1,H
Mexico,Liga MX,2014/2015,23/08/2014,23:00,Veracruz,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2014/2015,24/08/2014,01:00,Monterrey,Puebla,1,0,H
Mexico,Liga MX,2014/2015,24/08/2014,02:06,Pachuca,Atlas,3,1,H
Mexico,Liga MX,2014/2015,24/08/2014,03:00,Chiapas,Club America,0,0,D
Mexico,Liga MX,2014/2015,24/08/2014,18:00,U.N.A.M.- Pumas,Club Tijuana,1,1,D
Mexico,Liga MX,2014/2015,24/08/2014,23:00,Leones Negros,Club Leon,1,0,H
Mexico,Liga MX,2014/2015,30/08/2014,01:30,Queretaro,Monterrey,0,1,A
Mexico,Liga MX,2014/2015,30/08/2014,03:30,Club Tijuana,Leones Negros,1,1,D
Mexico,Liga MX,2014/2015,30/08/2014,23:00,Club America,U.N.A.M.- Pumas,0,1,A
Mexico,Liga MX,2014/2015,30/08/2014,23:00,Puebla,Monarcas,3,2,H
Mexico,Liga MX,2014/2015,31/08/2014,01:00,U.A.N.L.- Tigres,Chiapas,0,2,A
Mexico,Liga MX,2014/2015,31/08/2014,02:06,Club Leon,Pachuca,1,2,A
Mexico,Liga MX,2014/2015,31/08/2014,03:00,Atlas,Santos Laguna,1,1,D
Mexico,Liga MX,2014/2015,31/08/2014,18:00,Toluca,Veracruz,2,1,H
Mexico,Liga MX,2014/2015,31/08/2014,23:00,Guadalajara Chivas,Cruz Azul,0,0,D
Mexico,Liga MX,2014/2015,07/09/2014,23:00,Guadalajara Chivas,Leones Negros,3,0,H
Mexico,Liga MX,2014/2015,13/09/2014,01:30,Queretaro,Puebla,1,1,D
Mexico,Liga MX,2014/2015,13/09/2014,02:30,Veracruz,Atlas,1,1,D
Mexico,Liga MX,2014/2015,13/09/2014,03:30,Santos Laguna,Club Leon,2,0,H
Mexico,Liga MX,2014/2015,13/09/2014,23:00,Cruz Azul,Toluca,1,2,A
Mexico,Liga MX,2014/2015,14/09/2014,02:06,Pachuca,Club Tijuana,1,1,D
Mexico,Liga MX,2014/2015,14/09/2014,03:00,Chiapas,Monarcas,1,1,D
Mexico,Liga MX,2014/2015,14/09/2014,03:00,Leones Negros,Club America,0,0,D
Mexico,Liga MX,2014/2015,14/09/2014,18:00,U.N.A.M.- Pumas,U.A.N.L.- Tigres,2,2,D
Mexico,Liga MX,2014/2015,20/09/2014,03:30,Club Tijuana,Santos Laguna,4,1,H
Mexico,Liga MX,2014/2015,20/09/2014,03:30,Monarcas,U.N.A.M.- Pumas,2,3,A
Mexico,Liga MX,2014/2015,20/09/2014,23:00,Club America,Pachuca,2,1,H
Mexico,Liga MX,2014/2015,20/09/2014,23:00,Puebla,Chiapas,1,1,D
Mexico,Liga MX,2014/2015,21/09/2014,01:00,U.A.N.L.- Tigres,Leones Negros,1,0,H
Mexico,Liga MX,2014/2015,21/09/2014,02:06,Club Leon,Veracruz,3,1,H
Mexico,Liga MX,2014/2015,21/09/2014,03:00,Atlas,Cruz Azul,2,1,H
Mexico,Liga MX,2014/2015,21/09/2014,18:00,Toluca,Monterrey,1,0,H
Mexico,Liga MX,2014/2015,21/09/2014,23:00,Guadalajara Chivas,Queretaro,1,4,A
Mexico,Liga MX,2014/2015,27/09/2014,01:00,Veracruz,Club Tijuana,1,0,H
Mexico,Liga MX,2014/2015,27/09/2014,01:30,Queretaro,Toluca,1,1,D
Mexico,Liga MX,2014/2015,27/09/2014,03:30,Santos Laguna,Club America,1,4,A
Mexico,Liga MX,2014/2015,27/09/2014,23:00,Cruz Azul,Club Leon,1,0,H
Mexico,Liga MX,2014/2015,28/09/2014,01:00,Monterrey,Atlas,2,1,H
Mexico,Liga MX,2014/2015,28/09/2014,02:06,Pachuca,U.A.N.L.- Tigres,2,3,A
Mexico,Liga MX,2014/2015,28/09/2014,03:00,Leones Negros,Monarcas,1,2,A
Mexico,Liga MX,2014/2015,28/09/2014,18:00,U.N.A.M.- Pumas,Chiapas,2,2,D
Mexico,Liga MX,2014/2015,28/09/2014,23:00,Guadalajara Chivas,Puebla,0,0,D
Mexico,Liga MX,2014/2015,01/10/2014,02:06,Club Leon,Monterrey,1,3,A
Mexico,Liga MX,2014/2015,01/10/2014,02:30,Atlas,Queretaro,2,1,H
Mexico,Liga MX,2014/2015,01/10/2014,03:00,U.A.N.L.- Tigres,Santos Laguna,1,1,D
Mexico,Liga MX,2014/2015,02/10/2014,01:00,Puebla,U.N.A.M.- Pumas,1,2,A
Mexico,Liga MX,2014/2015,02/10/2014,02:00,Club America,Veracruz,2,0,H
Mexico,Liga MX,2014/2015,02/10/2014,02:00,Monarcas,Pachuca,0,1,A
Mexico,Liga MX,2014/2015,02/10/2014,03:00,Chiapas,Leones Negros,1,1,D
Mexico,Liga MX,2014/2015,02/10/2014,03:45,Club Tijuana,Cruz Azul,0,0,D
Mexico,Liga MX,2014/2015,03/10/2014,02:00,Toluca,Guadalajara Chivas,3,1,H
Mexico,Liga MX,2014/2015,04/10/2014,01:30,Queretaro,Club Leon,1,2,A
Mexico,Liga MX,2014/2015,04/10/2014,23:00,Cruz Azul,Club America,4,0,H
Mexico,Liga MX,2014/2015,04/10/2014,23:00,Veracruz,U.A.N.L.- Tigres,0,1,A
Mexico,Liga MX,2014/2015,05/10/2014,01:00,Monterrey,Club Tijuana,1,1,D
Mexico,Liga MX,2014/2015,05/10/2014,02:00,Santos Laguna,Monarcas,2,2,D
Mexico,Liga MX,2014/2015,05/10/2014,02:06,Pachuca,Chiapas,2,0,H
Mexico,Liga MX,2014/2015,05/10/2014,03:00,Leones Negros,U.N.A.M.- Pumas,1,0,H
Mexico,Liga MX,2014/2015,05/10/2014,18:00,Toluca,Puebla,1,1,D
Mexico,Liga MX,2014/2015,05/10/2014,23:00,Guadalajara Chivas,Atlas,0,1,A
Mexico,Liga MX,2014/2015,18/10/2014,01:30,Monarcas,Veracruz,0,1,A
Mexico,Liga MX,2014/2015,18/10/2014,03:30,Club Tijuana,Queretaro,2,1,H
Mexico,Liga MX,2014/2015,18/10/2014,23:00,Club America,Monterrey,2,0,H
Mexico,Liga MX,2014/2015,18/10/2014,23:00,Puebla,Leones Negros,1,1,D
Mexico,Liga MX,2014/2015,19/10/2014,01:00,U.A.N.L.- Tigres,Cruz Azul,1,0,H
Mexico,Liga MX,2014/2015,19/10/2014,02:06,Club Leon,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2014/2015,19/10/2014,03:00,Atlas,Toluca,0,2,A
Mexico,Liga MX,2014/2015,19/10/2014,03:00,Chiapas,Santos Laguna,2,0,H
Mexico,Liga MX,2014/2015,19/10/2014,18:00,U.N.A.M.- Pumas,Pachuca,1,1,D
Mexico,Liga MX,2014/2015,25/10/2014,01:30,Queretaro,Club America,3,2,H
Mexico,Liga MX,2014/2015,25/10/2014,03:30,Santos Laguna,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2014/2015,25/10/2014,23:00,Cruz Azul,Monarcas,3,1,H
Mexico,Liga MX,2014/2015,25/10/2014,23:00,Veracruz,Chiapas,1,2,A
Mexico,Liga MX,2014/2015,26/10/2014,00:00,Monterrey,U.A.N.L.- Tigres,2,2,D
Mexico,Liga MX,2014/2015,26/10/2014,01:06,Pachuca,Leones Negros,0,0,D
Mexico,Liga MX,2014/2015,26/10/2014,02:00,Atlas,Puebla,2,1,H
Mexico,Liga MX,2014/2015,26/10/2014,18:00,Toluca,Club Leon,2,3,A
Mexico,Liga MX,2014/2015,26/10/2014,23:00,Guadalajara Chivas,Club Tijuana,3,3,D
Mexico,Liga MX,2014/2015,01/11/2014,01:30,Monarcas,Monterrey,2,1,H
Mexico,Liga MX,2014/2015,01/11/2014,02:30,Club Tijuana,Toluca,0,1,A
Mexico,Liga MX,2014/2015,01/11/2014,23:00,Club America,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2014/2015,01/11/2014,23:00,Puebla,Pachuca,1,1,D
Mexico,Liga MX,2014/2015,02/11/2014,01:00,U.A.N.L.- Tigres,Queretaro,1,0,H
Mexico,Liga MX,2014/2015,02/11/2014,02:06,Club Leon,Atlas,4,0,H
Mexico,Liga MX,2014/2015,02/11/2014,03:00,Chiapas,Cruz Azul,0,0,D
Mexico,Liga MX,2014/2015,02/11/2014,03:00,Leones Negros,Santos Laguna,1,1,D
Mexico,Liga MX,2014/2015,02/11/2014,18:00,U.N.A.M.- Pumas,Veracruz,0,0,D
Mexico,Liga MX,2014/2015,08/11/2014,01:30,Queretaro,Monarcas,2,0,H
Mexico,Liga MX,2014/2015,08/11/2014,03:30,Santos Laguna,Pachuca,2,1,H
Mexico,Liga MX,2014/2015,08/11/2014,23:00,Cruz Azul,U.N.A.M.- Pumas,0,2,A
Mexico,Liga MX,2014/2015,08/11/2014,23:00,Veracruz,Leones Negros,0,1,A
Mexico,Liga MX,2014/2015,09/11/2014,01:00,Monterrey,Chiapas,1,2,A
Mexico,Liga MX,2014/2015,09/11/2014,02:06,Club Leon,Puebla,0,0,D
Mexico,Liga MX,2014/2015,09/11/2014,03:00,Atlas,Club Tijuana,1,1,D
Mexico,Liga MX,2014/2015,09/11/2014,18:00,Toluca,Club America,2,2,D
Mexico,Liga MX,2014/2015,09/11/2014,23:00,Guadalajara Chivas,U.A.N.L.- Tigres,0,0,D
Mexico,Liga MX,2014/2015,15/11/2014,23:00,Monterrey,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2014/2015,22/11/2014,01:30,Monarcas,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2014/2015,22/11/2014,03:30,Club Tijuana,Club Leon,3,2,H
Mexico,Liga MX,2014/2015,22/11/2014,23:00,Club America,Atlas,1,2,A
Mexico,Liga MX,2014/2015,22/11/2014,23:00,Puebla,Santos Laguna,3,3,D
Mexico,Liga MX,2014/2015,23/11/2014,01:00,Leones Negros,Cruz Azul,1,1,D
Mexico,Liga MX,2014/2015,23/11/2014,01:00,U.A.N.L.- Tigres,Toluca,2,1,H
Mexico,Liga MX,2014/2015,23/11/2014,02:06,Pachuca,Veracruz,1,0,H
Mexico,Liga MX,2014/2015,23/11/2014,03:00,Chiapas,Queretaro,2,1,H
Mexico,Liga MX,2014/2015,23/11/2014,18:00,U.N.A.M.- Pumas,Monterrey,4,2,H
Mexico,Liga MX,2014/2015,27/11/2014,02:06,Pachuca,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2014/2015,27/11/2014,04:00,U.N.A.M.- Pumas,Club America,1,0,H
Mexico,Liga MX,2014/2015,28/11/2014,01:00,Monterrey,Atlas,0,1,A
Mexico,Liga MX,2014/2015,28/11/2014,03:00,Chiapas,Toluca,1,1,D
Mexico,Liga MX,2014/2015,29/11/2014,23:00,Club America,U.N.A.M.- Pumas,1,0,H
Mexico,Liga MX,2014/2015,30/11/2014,01:00,U.A.N.L.- Tigres,Pachuca,1,1,D
Mexico,Liga MX,2014/2015,30/11/2014,18:00,Toluca,Chiapas,1,1,D
Mexico,Liga MX,2014/2015,01/12/2014,00:00,Atlas,Monterrey,0,2,A
Mexico,Liga MX,2014/2015,05/12/2014,01:00,Toluca,U.A.N.L.- Tigres,0,0,D
Mexico,Liga MX,2014/2015,05/12/2014,03:00,Monterrey,Club America,0,3,A
Mexico,Liga MX,2014/2015,07/12/2014,22:00,U.A.N.L.- Tigres,Toluca,0,0,D
Mexico,Liga MX,2014/2015,08/12/2014,00:00,Club America,Monterrey,0,0,D
Mexico,Liga MX,2014/2015,12/12/2014,02:30,U.A.N.L.- Tigres,Club America,1,0,H
Mexico,Liga MX,2014/2015,15/12/2014,00:00,Club America,U.A.N.L.- Tigres,3,0,H
Mexico,Liga MX,2014/2015,10/01/2015,02:00,Santos Laguna,Veracruz,1,2,A
Mexico,Liga MX,2014/2015,10/01/2015,03:30,Monarcas,Toluca,0,0,D
Mexico,Liga MX,2014/2015,10/01/2015,23:00,Club America,Club Leon,3,2,H
Mexico,Liga MX,2014/2015,10/01/2015,23:00,Puebla,Club Tijuana,2,1,H
Mexico,Liga MX,2014/2015,11/01/2015,01:00,U.A.N.L.- Tigres,Atlas,0,1,A
Mexico,Liga MX,2014/2015,11/01/2015,03:00,Chiapas,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2014/2015,11/01/2015,03:00,Pachuca,Cruz Azul,0,1,A
Mexico,Liga MX,2014/2015,11/01/2015,18:00,U.N.A.M.- Pumas,Queretaro,1,1,D
Mexico,Liga MX,2014/2015,11/01/2015,23:00,Leones Negros,Monterrey,1,0,H
Mexico,Liga MX,2014/2015,17/01/2015,01:30,Queretaro,Leones Negros,1,0,H
Mexico,Liga MX,2014/2015,17/01/2015,02:30,Veracruz,Puebla,3,1,H
Mexico,Liga MX,2014/2015,17/01/2015,03:30,Club Tijuana,Club America,1,0,H
Mexico,Liga MX,2014/2015,17/01/2015,23:00,Cruz Azul,Santos Laguna,1,0,H
Mexico,Liga MX,2014/2015,18/01/2015,01:00,Monterrey,Pachuca,1,0,H
Mexico,Liga MX,2014/2015,18/01/2015,02:06,Club Leon,U.A.N.L.- Tigres,0,1,A
Mexico,Liga MX,2014/2015,18/01/2015,03:00,Atlas,Monarcas,2,1,H
Mexico,Liga MX,2014/2015,18/01/2015,18:00,Toluca,Chiapas,3,0,H
Mexico,Liga MX,2014/2015,18/01/2015,23:00,Guadalajara Chivas,U.N.A.M.- Pumas,2,1,H
Mexico,Liga MX,2014/2015,24/01/2015,01:30,Monarcas,Club Leon,0,0,D
Mexico,Liga MX,2014/2015,24/01/2015,02:30,Veracruz,Cruz Azul,0,0,D
Mexico,Liga MX,2014/2015,24/01/2015,03:30,Santos Laguna,Monterrey,4,1,H
Mexico,Liga MX,2014/2015,24/01/2015,23:00,Club America,Puebla,0,0,D
Mexico,Liga MX,2014/2015,25/01/2015,01:00,U.A.N.L.- Tigres,Club Tijuana,1,2,A
Mexico,Liga MX,2014/2015,25/01/2015,02:06,Pachuca,Queretaro,2,1,H
Mexico,Liga MX,2014/2015,25/01/2015,03:00,Chiapas,Atlas,3,1,H
Mexico,Liga MX,2014/2015,25/01/2015,18:00,U.N.A.M.- Pumas,Toluca,3,2,H
Mexico,Liga MX,2014/2015,25/01/2015,23:00,Leones Negros,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2014/2015,31/01/2015,01:30,Queretaro,Santos Laguna,0,1,A
Mexico,Liga MX,2014/2015,31/01/2015,03:30,Club Tijuana,Monarcas,4,2,H
Mexico,Liga MX,2014/2015,31/01/2015,23:00,Club America,U.A.N.L.- Tigres,1,0,H
Mexico,Liga MX,2014/2015,31/01/2015,23:00,Puebla,Cruz Azul,0,0,D
Mexico,Liga MX,2014/2015,01/02/2015,01:00,Guadalajara Chivas,Pachuca,1,0,H
Mexico,Liga MX,2014/2015,01/02/2015,01:00,Monterrey,Veracruz,1,1,D
Mexico,Liga MX,2014/2015,01/02/2015,02:06,Club Leon,Chiapas,1,1,D
Mexico,Liga MX,2014/2015,01/02/2015,03:00,Atlas,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2014/2015,01/02/2015,18:00,Toluca,Leones Negros,3,1,H
Mexico,Liga MX,2014/2015,07/02/2015,01:30,Monarcas,Club America,2,2,D
Mexico,Liga MX,2014/2015,07/02/2015,02:30,Veracruz,Queretaro,1,1,D
Mexico,Liga MX,2014/2015,07/02/2015,03:30,Santos Laguna,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2014/2015,07/02/2015,23:00,Cruz Azul,Monterrey,1,0,H
Mexico,Liga MX,2014/2015,08/02/2015,01:00,U.A.N.L.- Tigres,Puebla,1,0,H
Mexico,Liga MX,2014/2015,08/02/2015,02:06,Pachuca,Toluca,1,1,D
Mexico,Liga MX,2014/2015,08/02/2015,03:00,Chiapas,Club Tijuana,2,2,D
Mexico,Liga MX,2014/2015,08/02/2015,18:00,U.N.A.M.- Pumas,Club Leon,1,3,A
Mexico,Liga MX,2014/2015,08/02/2015,23:00,Leones Negros,Atlas,0,2,A
Mexico,Liga MX,2014/2015,14/02/2015,01:30,Queretaro,Cruz Azul,1,2,A
Mexico,Liga MX,2014/2015,14/02/2015,03:30,Club Tijuana,U.N.A.M.- Pumas,3,0,H
Mexico,Liga MX,2014/2015,14/02/2015,23:00,Club America,Chiapas,5,0,H
Mexico,Liga MX,2014/2015,14/02/2015,23:00,Puebla,Monterrey,2,0,H
Mexico,Liga MX,2014/2015,15/02/2015,01:00,U.A.N.L.- Tigres,Monarcas,1,0,H
Mexico,Liga MX,2014/2015,15/02/2015,02:06,Club Leon,Leones Negros,2,1,H
Mexico,Liga MX,2014/2015,15/02/2015,03:00,Atlas,Pachuca,1,3,A
Mexico,Liga MX,2014/2015,15/02/2015,18:00,Toluca,Santos Laguna,2,2,D
Mexico,Liga MX,2014/2015,15/02/2015,23:00,Guadalajara Chivas,Veracruz,0,0,D
Mexico,Liga MX,2014/2015,21/02/2015,01:30,Monarcas,Puebla,1,2,A
Mexico,Liga MX,2014/2015,21/02/2015,02:30,Veracruz,Toluca,3,0,H
Mexico,Liga MX,2014/2015,21/02/2015,03:30,Santos Laguna,Atlas,0,1,A
Mexico,Liga MX,2014/2015,21/02/2015,23:00,Cruz Azul,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2014/2015,22/02/2015,01:00,Monterrey,Queretaro,2,1,H
Mexico,Liga MX,2014/2015,22/02/2015,02:06,Pachuca,Club Leon,2,1,H
Mexico,Liga MX,2014/2015,22/02/2015,03:00,Chiapas,U.A.N.L.- Tigres,1,0,H
Mexico,Liga MX,2014/2015,22/02/2015,18:00,U.N.A.M.- Pumas,Club America,0,1,A
Mexico,Liga MX,2014/2015,22/02/2015,23:00,Leones Negros,Club Tijuana,0,1,A
Mexico,Liga MX,2014/2015,28/02/2015,01:30,Monarcas,Chiapas,3,2,H
Mexico,Liga MX,2014/2015,28/02/2015,03:30,Club Tijuana,Pachuca,3,2,H
Mexico,Liga MX,2014/2015,28/02/2015,23:00,Club America,Leones Negros,0,1,A
Mexico,Liga MX,2014/2015,28/02/2015,23:00,Puebla,Queretaro,4,1,H
Mexico,Liga MX,2014/2015,01/03/2015,01:00,U.A.N.L.- Tigres,U.N.A.M.- Pumas,3,0,H
Mexico,Liga MX,2014/2015,01/03/2015,02:06,Club Leon,Santos Laguna,2,1,H
